c_name,c_description,c_contact,c_url,c_publisher,c_type
"Inventory of environmental citizen science projects - Annex: Irish EPA","Data collected by the Irish Environmental Protection Agency (EPA).","https://www.epa.ie/who-we-are/contact-us/","https://www.epa.ie/","European Commission, Joint Research Centre (JRC)","Irish EPA"
